"run_dir","metric_loss","metric_accuracy","metric_val_loss","metric_val_accuracy","flag_units","flag_learning_rate","flag_activation","flag_epochs","samples","batch_size","epochs","epochs_completed","metrics","model","loss_function","optimizer","learning_rate","script","start","end","completed","output","source_code","context","type"
"runs/2024-12-23T22-33-06Z",0.6383,0.824,0.3465,0.9286,50,1e-04,"tanh",2000,1284,32,2000,2000,"runs/2024-12-23T22-33-06Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028798976E80>",0.00100000004749745,"my_model.R",2024-12-23 22:33:07.03475,2024-12-23 22:38:54.52886,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-33-06Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T22-27-23Z",0.6532,0.8069,0.3966,0.882,26,1e-04,"tanh",2000,1284,32,2000,2000,"runs/2024-12-23T22-27-23Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028788C7DD68>",0.00100000004749745,"my_model.R",2024-12-23 22:27:23.73442,2024-12-23 22:33:06.73076,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-27-23Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T22-21-38Z",0.6355,0.8139,0.3767,0.9006,50,0.01,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T22-21-38Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x000002879AC788D0>",0.00100000004749745,"my_model.R",2024-12-23 22:21:38.27081,2024-12-23 22:27:23.4339,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-21-38Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T22-15-54Z",0.8896,0.7578,0.5087,0.8789,26,0.01,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T22-15-54Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028798EECC18>",0.00100000004749745,"my_model.R",2024-12-23 22:15:54.37303,2024-12-23 22:21:37.98437,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-15-54Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T22-09-59Z",0.6626,0.7967,0.414,0.8789,50,0.001,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T22-09-59Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028788AADF28>",0.00100000004749745,"my_model.R",2024-12-23 22:10:00.10489,2024-12-23 22:15:54.02448,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-09-59Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T22-04-18Z",0.7956,0.7679,0.4463,0.8758,26,0.001,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T22-04-18Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028795B15828>",0.00100000004749745,"my_model.R",2024-12-23 22:04:18.7851,2024-12-23 22:09:59.78997,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T22-04-18Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-58-33Z",0.7535,0.7827,0.4999,0.854,50,1e-04,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T21-58-33Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x00000287985C8B00>",0.00100000004749745,"my_model.R",2024-12-23 21:58:33.69858,2024-12-23 22:04:18.52148,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-58-33Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-52-43Z",0.9022,0.7329,0.4537,0.8944,26,1e-04,"relu",2000,1284,32,2000,2000,"runs/2024-12-23T21-52-43Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028788F74978>",0.00100000004749745,"my_model.R",2024-12-23 21:52:43.54867,2024-12-23 21:58:33.39802,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-52-43Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-52-21Z",2.0223,0.236,1.8849,0.2702,50,0.01,"sigmoid",100,1284,32,100,100,"runs/2024-12-23T21-52-21Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x000002878B95FA58>",0.00100000004749745,"my_model.R",2024-12-23 21:52:21.51948,2024-12-23 21:52:43.20812,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-52-21Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-52-00Z",1.9926,0.2773,1.8622,0.3199,26,0.01,"sigmoid",100,1284,32,100,100,"runs/2024-12-23T21-52-00Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x000002880534DCC0>",0.00100000004749745,"my_model.R",2024-12-23 21:52:00.80235,2024-12-23 21:52:21.25568,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-52-00Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-51-40Z",2.0207,0.2617,1.8831,0.2764,50,0.001,"sigmoid",100,1284,32,100,100,"runs/2024-12-23T21-51-40Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028798397DD8>",0.00100000004749745,"my_model.R",2024-12-23 21:51:40.41532,2024-12-23 21:52:00.48337,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-51-40Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-51-22Z",2.0404,0.2469,1.8872,0.2702,26,0.001,"sigmoid",100,1284,32,100,100,"runs/2024-12-23T21-51-22Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 26)                      390         
________________________________________________________________________________
dropout (Dropout)                   (None, 26)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      432         
================================================================================
Total params: 1,046
Trainable params: 1,046
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x000002879FEAF978>",0.00100000004749745,"my_model.R",2024-12-23 21:51:22.35478,2024-12-23 21:51:40.14825,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-51-22Z/tfruns.d/source.tar.gz","local","training"
"runs/2024-12-23T21-51-03Z",1.9153,0.3294,1.7608,0.3416,50,1e-04,"sigmoid",100,1284,32,100,100,"runs/2024-12-23T21-51-03Z/tfruns.d/metrics.json","Model: ""sequential""
________________________________________________________________________________
Layer (type)                        Output Shape                    Param #     
================================================================================
dense_2 (Dense)                     (None, 14)                      224         
________________________________________________________________________________
dropout_1 (Dropout)                 (None, 14)                      0           
________________________________________________________________________________
dense_1 (Dense)                     (None, 50)                      750         
________________________________________________________________________________
dropout (Dropout)                   (None, 50)                      0           
________________________________________________________________________________
dense (Dense)                       (None, 16)                      816         
================================================================================
Total params: 1,790
Trainable params: 1,790
Non-trainable params: 0
________________________________________________________________________________","categorical_crossentropy","<tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop object at 0x0000028791C84BA8>",0.00100000004749745,"my_model.R",2024-12-23 21:51:03.7482,2024-12-23 21:51:22.12294,TRUE,"
> # Figure out the number of neurons in each layer
> # how big to make the input layer # https://stats.stackexchange.com/questions/181/how-to-choose-t .... [TRUNCATED] 

> # How big to make the hidden layer# # from # https://medium.com/geekculture/introduction-to-neural-network-2f8b8221fbd3#:~:text=Number%20of%20Neuron .... [TRUNCATED] 

> # How big to make the output layer
> num_output_neurons <- length(unique(my_metadata[,""env_package.data.body_site""]))

> FLAGS <- flags(
+   flag_integer(""units"", 128),
+   flag_numeric(""learning_rate"", 0.001),
+   flag_string(""activation"", ""relu""),
+   flag_integer(""e ..."" ... [TRUNCATED] 

> build_model <- function() {
+   model <- keras_model_sequential() %>%
+     layer_dense(units = num_input_neurons, activation = 'relu', input_shape  .... [TRUNCATED] 

> #print(paste(""Dim all_labels"", dim(all_labels)))
> 
> model <- build_model()

> history <- model %>% fit(
+   all_data, all_labels,
+   epochs = FLAGS$epochs,
+   validation_split = 0.2
+ )

> ## Calculate some custom metrics validation accuracy 
> #avg_val_accuracy <- mean(history$metrics$val_accuracy) # avg value accuracy
> #write_run_me .... [TRUNCATED] ","runs/2024-12-23T21-51-03Z/tfruns.d/source.tar.gz","local","training"
